상권_코드_명_x,엑스좌표_값,와이좌표_값,서비스_업종_코드_명,분기당_매출_금액,점포수
개봉초등학교,126.8567916321588,37.49129358627132,호프-간이주점,456762844,23
개봉초등학교,126.8567916321588,37.49129358627132,분식전문점,227823445,20
개봉초등학교,126.8567916321588,37.49129358627132,치킨전문점,236523694,13
개봉초등학교,126.8567916321588,37.49129358627132,패스트푸드점,213981671,5
개봉초등학교,126.8567916321588,37.49129358627132,제과점,515871825,8
개봉초등학교,126.8567916321588,37.49129358627132,일식음식점,26555329,5
개봉초등학교,126.8567916321588,37.49129358627132,중식음식점,38023026,6
개봉초등학교,126.8567916321588,37.49129358627132,한식음식점,4135138836,86
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,전자상거래업,68167,73
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,조명용품,1034364419,8
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,철물점,27841322,3
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,가전제품,2018488410,5
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,화초,31425230,11
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,화장품,1755176888,29
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,문구,16982490,8
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,의료기기,269007656,3
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,의약품,3135173480,12
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,시계및귀금속,9768370,5
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,안경,382346254,5
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,일반의류,83920550,30
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,청과상,659839103,10
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,수산물판매,123609047,6
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,육류판매,1069252908,11
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,핸드폰,105000000,11
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,편의점,1815094535,18
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,노래방,88465868,9
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,세탁소,54742928,14
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,피부관리실,203714472,20
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,네일숍,71625655,13
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,미용실,635722611,61
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,자동차미용,362792898,8
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,자동차수리,1165979135,11
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,스포츠클럽,796805553,10
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,PC방,86474118,6
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,골프연습장,62652632,4
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,당구장,126317785,13
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,한의원,969684044,13
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,치과의원,1579185676,12
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,일반의원,4796954464,24
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,스포츠 강습,677626654,19
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,예술학원,644850430,36
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,외국어학원,7539086470,32
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,일반교습학원,6008116779,87
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,커피-음료,2112123338,38
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,호프-간이주점,665931752,19
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,분식전문점,154684755,17
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,치킨전문점,431458126,18
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,패스트푸드점,304602669,16
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,제과점,776287951,18
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,양식음식점,72607090,11
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,일식음식점,312130755,16
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,중식음식점,236449279,8
신정롯데캐슬아파트,126.87156253381231,37.52274618252212,한식음식점,6099243219,102
신목동역,126.87770972741015,37.54791736366738,의약품,49142012,3
신목동역,126.87770972741015,37.54791736366738,일반의류,5487839,10
신목동역,126.87770972741015,37.54791736366738,편의점,530305669,8
신목동역,126.87770972741015,37.54791736366738,슈퍼마켓,119747711,6
신목동역,126.87770972741015,37.54791736366738,미용실,18144092,4
신목동역,126.87770972741015,37.54791736366738,자동차수리,119041146,5
신목동역,126.87770972741015,37.54791736366738,골프연습장,86366071,*
신목동역,126.87770972741015,37.54791736366738,당구장,11694112,3
신목동역,126.87770972741015,37.54791736366738,커피-음료,2448320,12
신목동역,126.87770972741015,37.54791736366738,호프-간이주점,144805400,*
신목동역,126.87770972741015,37.54791736366738,치킨전문점,80685931,*
신목동역,126.87770972741015,37.54791736366738,중식음식점,94287088,*
신목동역,126.87770972741015,37.54791736366738,한식음식점,1118532414,18
송정역 4번,126.80652857630076,37.56228389591907,철물점,10757797,3
송정역 4번,126.80652857630076,37.56228389591907,화초,6306543,4
송정역 4번,126.80652857630076,37.56228389591907,화장품,737832208,13
송정역 4번,126.80652857630076,37.56228389591907,의료기기,20301434,*
송정역 4번,126.80652857630076,37.56228389591907,의약품,425123896,*
송정역 4번,126.80652857630076,37.56228389591907,안경,35936618,3
송정역 4번,126.80652857630076,37.56228389591907,일반의류,308880034,10
송정역 4번,126.80652857630076,37.56228389591907,핸드폰,19597024,*
송정역 4번,126.80652857630076,37.56228389591907,컴퓨터및주변장치판매,83274870,6
송정역 4번,126.80652857630076,37.56228389591907,편의점,921356089,9
송정역 4번,126.80652857630076,37.56228389591907,슈퍼마켓,528150018,8
송정역 4번,126.80652857630076,37.56228389591907,노래방,297481689,13
송정역 4번,126.80652857630076,37.56228389591907,여관,154619768,8
송정역 4번,126.80652857630076,37.56228389591907,세탁소,18686687,4
송정역 4번,126.80652857630076,37.56228389591907,피부관리실,371053,6
송정역 4번,126.80652857630076,37.56228389591907,네일숍,1565734,*
송정역 4번,126.80652857630076,37.56228389591907,미용실,267295309,12
송정역 4번,126.80652857630076,37.56228389591907,자동차수리,27785406,6
송정역 4번,126.80652857630076,37.56228389591907,스포츠클럽,2717384,5
송정역 4번,126.80652857630076,37.56228389591907,PC방,217287512,*
